example_id,dataset,layer,condition,cosine_distance
gsm8k_1103,gsm8k,2,self_critique,0.8225946426391602
gsm8k_1103,gsm8k,2,external_critique,0.869455099105835
gsm8k_1103,gsm8k,3,redecode,0.8258336782455444
gsm8k_1103,gsm8k,3,self_critique,0.8655476570129395
gsm8k_1103,gsm8k,3,external_critique,0.8735232353210449
gsm8k_1103,gsm8k,4,redecode,0.806492269039154
gsm8k_1103,gsm8k,4,self_critique,0.865609347820282
gsm8k_1103,gsm8k,4,external_critique,0.8544141054153442
gsm8k_1103,gsm8k,5,redecode,0.815722644329071
gsm8k_1103,gsm8k,5,self_critique,0.8502773642539978
gsm8k_1103,gsm8k,5,external_critique,0.8212407827377319
gsm8k_1103,gsm8k,6,redecode,0.6961782574653625
gsm8k_1103,gsm8k,6,self_critique,0.7392618656158447
gsm8k_1103,gsm8k,6,external_critique,0.7127890586853027
gsm8k_1103,gsm8k,7,redecode,0.6786192059516907
gsm8k_1103,gsm8k,7,self_critique,0.7394323945045471
gsm8k_1103,gsm8k,7,external_critique,0.6916037797927856
gsm8k_1103,gsm8k,8,redecode,0.6960961222648621
gsm8k_1103,gsm8k,8,self_critique,0.8034073114395142
gsm8k_1103,gsm8k,8,external_critique,0.7131373882293701
gsm8k_1103,gsm8k,9,redecode,0.7110353708267212
gsm8k_1103,gsm8k,9,self_critique,0.7877190113067627
gsm8k_1103,gsm8k,9,external_critique,0.7230842709541321
gsm8k_1103,gsm8k,10,redecode,0.7598804235458374
gsm8k_1103,gsm8k,10,self_critique,0.8179378509521484
gsm8k_1103,gsm8k,10,external_critique,0.738879919052124
gsm8k_1103,gsm8k,11,redecode,0.7446712851524353
gsm8k_1103,gsm8k,11,self_critique,0.7856364250183105
gsm8k_1103,gsm8k,11,external_critique,0.7110008001327515
gsm8k_1103,gsm8k,12,redecode,0.717400312423706
gsm8k_1103,gsm8k,12,self_critique,0.7969327569007874
gsm8k_1103,gsm8k,12,external_critique,0.7050501108169556
gsm8k_1103,gsm8k,13,redecode,0.6180639863014221
gsm8k_1103,gsm8k,13,self_critique,0.7310022711753845
gsm8k_1103,gsm8k,13,external_critique,0.6134482622146606
gsm8k_1103,gsm8k,14,redecode,0.5901636481285095
gsm8k_1103,gsm8k,14,self_critique,0.7152508497238159
gsm8k_1103,gsm8k,14,external_critique,0.5849614143371582
gsm8k_1103,gsm8k,15,redecode,0.6194679737091064
gsm8k_1103,gsm8k,15,self_critique,0.7178468704223633
gsm8k_1103,gsm8k,15,external_critique,0.581856906414032
gsm8k_1103,gsm8k,16,redecode,0.5906877517700195
gsm8k_1103,gsm8k,16,self_critique,0.6929691433906555
gsm8k_1103,gsm8k,16,external_critique,0.5726373195648193
gsm8k_1103,gsm8k,17,redecode,0.5527318716049194
gsm8k_1103,gsm8k,17,self_critique,0.6731469035148621
gsm8k_1103,gsm8k,17,external_critique,0.5200867652893066
gsm8k_1103,gsm8k,18,redecode,0.5292882919311523
gsm8k_1103,gsm8k,18,self_critique,0.64661705493927
gsm8k_1103,gsm8k,18,external_critique,0.5094102621078491
gsm8k_1103,gsm8k,19,redecode,0.4807097315788269
gsm8k_1103,gsm8k,19,self_critique,0.6125669479370117
gsm8k_1103,gsm8k,19,external_critique,0.47052669525146484
gsm8k_1103,gsm8k,20,redecode,0.6222879886627197
gsm8k_1103,gsm8k,20,self_critique,0.762333333492279
gsm8k_1103,gsm8k,20,external_critique,0.6440021991729736
gsm8k_1103,gsm8k,21,redecode,0.5714004039764404
gsm8k_1103,gsm8k,21,self_critique,0.7200795412063599
gsm8k_1103,gsm8k,21,external_critique,0.6355412006378174
gsm8k_1103,gsm8k,22,redecode,0.4811640977859497
gsm8k_1103,gsm8k,22,self_critique,0.6140105724334717
gsm8k_1103,gsm8k,22,external_critique,0.5437078475952148
gsm8k_1103,gsm8k,23,redecode,0.41242271661758423
gsm8k_1103,gsm8k,23,self_critique,0.5506744384765625
gsm8k_1103,gsm8k,23,external_critique,0.5006877183914185
gsm8k_1103,gsm8k,24,redecode,0.36225855350494385
gsm8k_1103,gsm8k,24,self_critique,0.47342389822006226
gsm8k_1103,gsm8k,24,external_critique,0.4346408247947693
gsm8k_1103,gsm8k,25,redecode,0.283697247505188
gsm8k_1103,gsm8k,25,self_critique,0.38642632961273193
gsm8k_1103,gsm8k,25,external_critique,0.3852549195289612
gsm8k_1103,gsm8k,26,redecode,0.2871580719947815
gsm8k_1103,gsm8k,26,self_critique,0.3498343825340271
gsm8k_1103,gsm8k,26,external_critique,0.33563536405563354
gsm8k_1103,gsm8k,27,redecode,0.21602284908294678
gsm8k_1103,gsm8k,27,self_critique,0.267509400844574
gsm8k_1103,gsm8k,27,external_critique,0.2586689591407776
gsm8k_1103,gsm8k,28,redecode,0.189508318901062
gsm8k_1103,gsm8k,28,self_critique,0.2777961492538452
gsm8k_1103,gsm8k,28,external_critique,0.2785367965698242
csqa_812,commonsense_qa,1,redecode,0.9178333282470703
csqa_812,commonsense_qa,1,self_critique,0.9187544584274292
csqa_812,commonsense_qa,1,external_critique,0.8914508819580078
csqa_812,commonsense_qa,2,redecode,0.7594316601753235
csqa_812,commonsense_qa,2,self_critique,0.8331433534622192
csqa_812,commonsense_qa,2,external_critique,0.771089494228363
csqa_812,commonsense_qa,3,redecode,0.8221204876899719
csqa_812,commonsense_qa,3,self_critique,0.8633265495300293
csqa_812,commonsense_qa,3,external_critique,0.7626997232437134
csqa_812,commonsense_qa,4,redecode,0.7856009006500244
csqa_812,commonsense_qa,4,self_critique,0.8447641134262085
csqa_812,commonsense_qa,4,external_critique,0.7911836504936218
csqa_812,commonsense_qa,5,redecode,0.7864305973052979
csqa_812,commonsense_qa,5,self_critique,0.85247403383255
csqa_812,commonsense_qa,5,external_critique,0.8013169765472412
csqa_812,commonsense_qa,6,redecode,0.7909461259841919
csqa_812,commonsense_qa,6,self_critique,0.8352536559104919
csqa_812,commonsense_qa,6,external_critique,0.732376754283905
csqa_812,commonsense_qa,7,redecode,0.7671904563903809
csqa_812,commonsense_qa,7,self_critique,0.8379176259040833
csqa_812,commonsense_qa,7,external_critique,0.7652124166488647
csqa_812,commonsense_qa,8,redecode,0.7475890517234802
csqa_812,commonsense_qa,8,self_critique,0.8152434229850769
csqa_812,commonsense_qa,8,external_critique,0.7846261858940125
csqa_812,commonsense_qa,9,redecode,0.7476723194122314
csqa_812,commonsense_qa,9,self_critique,0.8280848860740662
csqa_812,commonsense_qa,9,external_critique,0.821416974067688
csqa_812,commonsense_qa,10,redecode,0.725780725479126
csqa_812,commonsense_qa,10,self_critique,0.8123060464859009
csqa_812,commonsense_qa,10,external_critique,0.7932811379432678
csqa_812,commonsense_qa,11,redecode,0.7397956848144531
csqa_812,commonsense_qa,11,self_critique,0.8307982087135315
csqa_812,commonsense_qa,11,external_critique,0.7860636115074158
csqa_812,commonsense_qa,12,redecode,0.6721698045730591
csqa_812,commonsense_qa,12,self_critique,0.7659438252449036
csqa_812,commonsense_qa,12,external_critique,0.7660285234451294
csqa_812,commonsense_qa,13,redecode,0.6883817911148071
csqa_812,commonsense_qa,13,self_critique,0.730025053024292
csqa_812,commonsense_qa,13,external_critique,0.7402937412261963
csqa_812,commonsense_qa,14,redecode,0.679484486579895
csqa_812,commonsense_qa,14,self_critique,0.7256842851638794
csqa_812,commonsense_qa,14,external_critique,0.7012085914611816
csqa_812,commonsense_qa,15,redecode,0.7166823148727417
csqa_812,commonsense_qa,15,self_critique,0.7446577548980713
csqa_812,commonsense_qa,15,external_critique,0.7270103693008423
csqa_812,commonsense_qa,16,redecode,0.6491970419883728
csqa_812,commonsense_qa,16,self_critique,0.7022824287414551
csqa_812,commonsense_qa,16,external_critique,0.7015522718429565
csqa_812,commonsense_qa,17,redecode,0.7001835703849792
csqa_812,commonsense_qa,17,self_critique,0.7511200308799744
csqa_812,commonsense_qa,17,external_critique,0.7198683023452759
csqa_812,commonsense_qa,18,redecode,0.6426280736923218
csqa_812,commonsense_qa,18,self_critique,0.72528076171875
csqa_812,commonsense_qa,18,external_critique,0.7179017663002014
csqa_812,commonsense_qa,19,redecode,0.6524633169174194
csqa_812,commonsense_qa,19,self_critique,0.7329697608947754
csqa_812,commonsense_qa,19,external_critique,0.6536787152290344
csqa_812,commonsense_qa,20,redecode,0.6183158755302429
csqa_812,commonsense_qa,20,self_critique,0.7548591494560242
csqa_812,commonsense_qa,20,external_critique,0.5785362720489502
csqa_812,commonsense_qa,21,redecode,0.6934105157852173
csqa_812,commonsense_qa,21,self_critique,0.7326250076293945
csqa_812,commonsense_qa,21,external_critique,0.6004275679588318
csqa_812,commonsense_qa,22,redecode,0.6443120241165161
csqa_812,commonsense_qa,22,self_critique,0.7395946979522705
csqa_812,commonsense_qa,22,external_critique,0.5744785070419312
csqa_812,commonsense_qa,23,redecode,0.6424988508224487
csqa_812,commonsense_qa,23,self_critique,0.7134990692138672
csqa_812,commonsense_qa,23,external_critique,0.5733075141906738
csqa_812,commonsense_qa,24,redecode,0.6137958765029907
csqa_812,commonsense_qa,24,self_critique,0.6890676617622375
csqa_812,commonsense_qa,24,external_critique,0.5221163630485535
csqa_812,commonsense_qa,25,redecode,0.5625413656234741
csqa_812,commonsense_qa,25,self_critique,0.6195439100265503
csqa_812,commonsense_qa,25,external_critique,0.47368842363357544
csqa_812,commonsense_qa,26,redecode,0.5048378109931946
csqa_812,commonsense_qa,26,self_critique,0.5590454339981079
csqa_812,commonsense_qa,26,external_critique,0.4157336950302124
csqa_812,commonsense_qa,27,redecode,0.3899334669113159
csqa_812,commonsense_qa,27,self_critique,0.4439363479614258
csqa_812,commonsense_qa,27,external_critique,0.28251713514328003
csqa_812,commonsense_qa,28,redecode,0.5703021287918091
csqa_812,commonsense_qa,28,self_critique,0.8131078481674194
csqa_812,commonsense_qa,28,external_critique,0.46769386529922485
gsm8k_122,gsm8k,1,redecode,0.685424268245697
gsm8k_122,gsm8k,1,self_critique,0.5258867740631104
gsm8k_122,gsm8k,1,external_critique,0.5908021330833435
gsm8k_122,gsm8k,2,redecode,0.5881444215774536
gsm8k_122,gsm8k,2,self_critique,0.4502379894256592
gsm8k_122,gsm8k,2,external_critique,0.5408688187599182
gsm8k_122,gsm8k,3,redecode,0.6349583268165588
gsm8k_122,gsm8k,3,self_critique,0.46093636751174927
gsm8k_122,gsm8k,3,external_critique,0.5588719844818115
gsm8k_122,gsm8k,4,redecode,0.6038044095039368
gsm8k_122,gsm8k,4,self_critique,0.48388803005218506
gsm8k_122,gsm8k,4,external_critique,0.6639677286148071
gsm8k_122,gsm8k,5,redecode,0.6202844381332397
gsm8k_122,gsm8k,5,self_critique,0.4845815896987915
gsm8k_122,gsm8k,5,external_critique,0.6362262964248657
gsm8k_122,gsm8k,6,redecode,0.5105778574943542
gsm8k_122,gsm8k,6,self_critique,0.37544459104537964
gsm8k_122,gsm8k,6,external_critique,0.5125201940536499
gsm8k_122,gsm8k,7,redecode,0.4474297761917114
gsm8k_122,gsm8k,7,self_critique,0.3083565831184387
gsm8k_122,gsm8k,7,external_critique,0.46312588453292847
gsm8k_122,gsm8k,8,redecode,0.48714959621429443
gsm8k_122,gsm8k,8,self_critique,0.3713325262069702
gsm8k_122,gsm8k,8,external_critique,0.4923529028892517
gsm8k_122,gsm8k,9,redecode,0.5233283042907715
gsm8k_122,gsm8k,9,self_critique,0.395563006401062
gsm8k_122,gsm8k,9,external_critique,0.505616307258606
gsm8k_122,gsm8k,10,redecode,0.5435426235198975
gsm8k_122,gsm8k,10,self_critique,0.4355088472366333
gsm8k_122,gsm8k,10,external_critique,0.5542089343070984
gsm8k_122,gsm8k,11,redecode,0.48921579122543335
gsm8k_122,gsm8k,11,self_critique,0.39443105459213257
gsm8k_122,gsm8k,11,external_critique,0.5059280395507812
gsm8k_122,gsm8k,12,redecode,0.47452354431152344
gsm8k_122,gsm8k,12,self_critique,0.41985374689102173
gsm8k_122,gsm8k,12,external_critique,0.5250352621078491
gsm8k_122,gsm8k,13,redecode,0.4482331871986389
gsm8k_122,gsm8k,13,self_critique,0.3492661714553833
gsm8k_122,gsm8k,13,external_critique,0.45212334394454956
gsm8k_122,gsm8k,14,redecode,0.39278942346572876
gsm8k_122,gsm8k,14,self_critique,0.3408268690109253
gsm8k_122,gsm8k,14,external_critique,0.42985373735427856
gsm8k_122,gsm8k,15,redecode,0.47561609745025635
gsm8k_122,gsm8k,15,self_critique,0.35785800218582153
gsm8k_122,gsm8k,15,external_critique,0.4381576180458069
gsm8k_122,gsm8k,16,redecode,0.43760019540786743
gsm8k_122,gsm8k,16,self_critique,0.3870087265968323
gsm8k_122,gsm8k,16,external_critique,0.4368956685066223
gsm8k_122,gsm8k,17,redecode,0.4793538451194763
gsm8k_122,gsm8k,17,self_critique,0.39247870445251465
gsm8k_122,gsm8k,17,external_critique,0.42400485277175903
gsm8k_122,gsm8k,18,redecode,0.4796084761619568
gsm8k_122,gsm8k,18,self_critique,0.4101821780204773
gsm8k_122,gsm8k,18,external_critique,0.4048324227333069
gsm8k_122,gsm8k,19,redecode,0.4350951313972473
gsm8k_122,gsm8k,19,self_critique,0.3645334243774414
gsm8k_122,gsm8k,19,external_critique,0.36927276849746704
gsm8k_122,gsm8k,20,redecode,0.5771195888519287
gsm8k_122,gsm8k,20,self_critique,0.4401513934135437
gsm8k_122,gsm8k,20,external_critique,0.4562567472457886
gsm8k_122,gsm8k,21,redecode,0.5866097211837769
gsm8k_122,gsm8k,21,self_critique,0.4456157684326172
gsm8k_122,gsm8k,21,external_critique,0.4632713794708252
gsm8k_122,gsm8k,22,redecode,0.5067198872566223
gsm8k_122,gsm8k,22,self_critique,0.3819822669029236
gsm8k_122,gsm8k,22,external_critique,0.37431174516677856
gsm8k_122,gsm8k,23,redecode,0.46481651067733765
gsm8k_122,gsm8k,23,self_critique,0.3197561502456665
gsm8k_122,gsm8k,23,external_critique,0.3159036636352539
gsm8k_122,gsm8k,24,redecode,0.3973355293273926
gsm8k_122,gsm8k,24,self_critique,0.2730525732040405
gsm8k_122,gsm8k,24,external_critique,0.2725091576576233
gsm8k_122,gsm8k,25,redecode,0.32378703355789185
gsm8k_122,gsm8k,25,self_critique,0.2387581467628479
gsm8k_122,gsm8k,25,external_critique,0.2066805362701416
gsm8k_122,gsm8k,26,redecode,0.2675788402557373
gsm8k_122,gsm8k,26,self_critique,0.18728840351104736
gsm8k_122,gsm8k,26,external_critique,0.1541842222213745
gsm8k_122,gsm8k,27,redecode,0.18998605012893677
gsm8k_122,gsm8k,27,self_critique,0.13729441165924072
gsm8k_122,gsm8k,27,external_critique,0.1074213981628418
gsm8k_122,gsm8k,28,redecode,0.27620798349380493
gsm8k_122,gsm8k,28,self_critique,0.24905478954315186
gsm8k_122,gsm8k,28,external_critique,0.0988243818283081
gsm8k_262,gsm8k,1,redecode,0.7800281047821045
gsm8k_262,gsm8k,1,self_critique,0.8208255171775818
gsm8k_262,gsm8k,1,external_critique,0.845982551574707
gsm8k_262,gsm8k,2,redecode,0.7548385858535767
gsm8k_262,gsm8k,2,self_critique,0.6697556376457214
gsm8k_262,gsm8k,2,external_critique,0.6904996037483215
gsm8k_262,gsm8k,3,redecode,0.7382696270942688
gsm8k_262,gsm8k,3,self_critique,0.7001019716262817
gsm8k_262,gsm8k,3,external_critique,0.7364241480827332
gsm8k_262,gsm8k,4,redecode,0.727669358253479
gsm8k_262,gsm8k,4,self_critique,0.7259237766265869
gsm8k_262,gsm8k,4,external_critique,0.7472040057182312
gsm8k_262,gsm8k,5,redecode,0.6912797093391418
gsm8k_262,gsm8k,5,self_critique,0.7237975597381592
gsm8k_262,gsm8k,5,external_critique,0.7242010235786438
gsm8k_262,gsm8k,6,redecode,0.588036060333252
gsm8k_262,gsm8k,6,self_critique,0.6228476762771606
gsm8k_262,gsm8k,6,external_critique,0.6108963489532471
gsm8k_262,gsm8k,7,redecode,0.5681365728378296
gsm8k_262,gsm8k,7,self_critique,0.6504729986190796
gsm8k_262,gsm8k,7,external_critique,0.6217935085296631
gsm8k_262,gsm8k,8,redecode,0.5297085046768188
gsm8k_262,gsm8k,8,self_critique,0.5603500604629517
gsm8k_262,gsm8k,8,external_critique,0.608331024646759
gsm8k_262,gsm8k,9,redecode,0.5586467981338501
gsm8k_262,gsm8k,9,self_critique,0.6515296101570129
gsm8k_262,gsm8k,9,external_critique,0.647713303565979
gsm8k_262,gsm8k,10,redecode,0.5376127362251282
gsm8k_262,gsm8k,10,self_critique,0.6682934761047363
gsm8k_262,gsm8k,10,external_critique,0.6496963500976562
gsm8k_262,gsm8k,11,redecode,0.512802243232727
gsm8k_262,gsm8k,11,self_critique,0.6795278787612915
gsm8k_262,gsm8k,11,external_critique,0.6611441373825073
gsm8k_262,gsm8k,12,redecode,0.4945002794265747
gsm8k_262,gsm8k,12,self_critique,0.5912576913833618
gsm8k_262,gsm8k,12,external_critique,0.6338882446289062
gsm8k_262,gsm8k,13,redecode,0.4691973328590393
gsm8k_262,gsm8k,13,self_critique,0.5578182339668274
gsm8k_262,gsm8k,13,external_critique,0.6171572804450989
gsm8k_262,gsm8k,14,redecode,0.4576103091239929
gsm8k_262,gsm8k,14,self_critique,0.5503720045089722
gsm8k_262,gsm8k,14,external_critique,0.6170293688774109
gsm8k_262,gsm8k,15,redecode,0.5010929107666016
gsm8k_262,gsm8k,15,self_critique,0.5869065523147583
gsm8k_262,gsm8k,15,external_critique,0.6357187628746033
gsm8k_262,gsm8k,16,redecode,0.45281487703323364
gsm8k_262,gsm8k,16,self_critique,0.535493016242981
gsm8k_262,gsm8k,16,external_critique,0.6051896810531616
gsm8k_262,gsm8k,17,redecode,0.4513393044471741
gsm8k_262,gsm8k,17,self_critique,0.5583577156066895
gsm8k_262,gsm8k,17,external_critique,0.6014362573623657
gsm8k_262,gsm8k,18,redecode,0.4579504728317261
gsm8k_262,gsm8k,18,self_critique,0.5763956308364868
gsm8k_262,gsm8k,18,external_critique,0.6032901406288147
gsm8k_262,gsm8k,19,redecode,0.42061495780944824
gsm8k_262,gsm8k,19,self_critique,0.6304630637168884
gsm8k_262,gsm8k,19,external_critique,0.5741302967071533
gsm8k_262,gsm8k,20,redecode,0.48021769523620605
gsm8k_262,gsm8k,20,self_critique,0.6295487880706787
gsm8k_262,gsm8k,20,external_critique,0.5495550632476807
gsm8k_262,gsm8k,21,redecode,0.44967561960220337
gsm8k_262,gsm8k,21,self_critique,0.6457048654556274
gsm8k_262,gsm8k,21,external_critique,0.5363513231277466
gsm8k_262,gsm8k,22,redecode,0.43707722425460815
gsm8k_262,gsm8k,22,self_critique,0.6470693349838257
gsm8k_262,gsm8k,22,external_critique,0.5499850511550903
gsm8k_262,gsm8k,23,redecode,0.4703352451324463
gsm8k_262,gsm8k,23,self_critique,0.5926617383956909
gsm8k_262,gsm8k,23,external_critique,0.5775545239448547
gsm8k_262,gsm8k,24,redecode,0.5054676532745361
gsm8k_262,gsm8k,24,self_critique,0.6377859115600586
gsm8k_262,gsm8k,24,external_critique,0.5999074578285217
gsm8k_262,gsm8k,25,redecode,0.42934179306030273
gsm8k_262,gsm8k,25,self_critique,0.5762447118759155
gsm8k_262,gsm8k,25,external_critique,0.4919116497039795
gsm8k_262,gsm8k,26,redecode,0.38515353202819824
gsm8k_262,gsm8k,26,self_critique,0.5788981914520264
gsm8k_262,gsm8k,26,external_critique,0.459613561630249
gsm8k_262,gsm8k,27,redecode,0.42139261960983276
gsm8k_262,gsm8k,27,self_critique,0.5564432144165039
gsm8k_262,gsm8k,27,external_critique,0.47029244899749756
gsm8k_262,gsm8k,28,redecode,0.9067676067352295
gsm8k_262,gsm8k,28,self_critique,0.9104217290878296
gsm8k_262,gsm8k,28,external_critique,0.7905333042144775
gsm8k_849,gsm8k,1,redecode,0.9379351139068604
gsm8k_849,gsm8k,1,self_critique,0.02110069990158081
gsm8k_849,gsm8k,1,external_critique,0.8741709589958191
gsm8k_849,gsm8k,2,redecode,0.8257898688316345
gsm8k_849,gsm8k,2,self_critique,0.04888319969177246
gsm8k_849,gsm8k,2,external_critique,0.7480443716049194
gsm8k_849,gsm8k,3,redecode,0.8259760737419128
gsm8k_849,gsm8k,3,self_critique,0.03777879476547241
gsm8k_849,gsm8k,3,external_critique,0.7856420278549194
gsm8k_849,gsm8k,4,redecode,0.8277363777160645
gsm8k_849,gsm8k,4,self_critique,0.04381263256072998
gsm8k_849,gsm8k,4,external_critique,0.8274247646331787
gsm8k_849,gsm8k,5,redecode,0.8019392490386963
gsm8k_849,gsm8k,5,self_critique,0.0973973274230957
gsm8k_849,gsm8k,5,external_critique,0.8414269685745239
gsm8k_849,gsm8k,6,redecode,0.6770567893981934
gsm8k_849,gsm8k,6,self_critique,0.09587043523788452
gsm8k_849,gsm8k,6,external_critique,0.6971632242202759
gsm8k_849,gsm8k,7,redecode,0.6612817049026489
gsm8k_849,gsm8k,7,self_critique,0.06600803136825562
gsm8k_849,gsm8k,7,external_critique,0.6756585836410522
gsm8k_849,gsm8k,8,redecode,0.6277551054954529
gsm8k_849,gsm8k,8,self_critique,0.06651264429092407
gsm8k_849,gsm8k,8,external_critique,0.6742376089096069
gsm8k_849,gsm8k,9,redecode,0.7036333084106445
gsm8k_849,gsm8k,9,self_critique,0.10638242959976196
gsm8k_849,gsm8k,9,external_critique,0.6972310543060303
gsm8k_849,gsm8k,10,redecode,0.7198128700256348
gsm8k_849,gsm8k,10,self_critique,0.12925857305526733
gsm8k_849,gsm8k,10,external_critique,0.737541913986206
gsm8k_849,gsm8k,11,redecode,0.7305877804756165
gsm8k_849,gsm8k,11,self_critique,0.13387876749038696
gsm8k_849,gsm8k,11,external_critique,0.7006092071533203
gsm8k_849,gsm8k,12,redecode,0.6154904365539551
gsm8k_849,gsm8k,12,self_critique,0.15650224685668945
gsm8k_849,gsm8k,12,external_critique,0.6702537536621094
gsm8k_849,gsm8k,13,redecode,0.5939408540725708
gsm8k_849,gsm8k,13,self_critique,0.1578959822654724
gsm8k_849,gsm8k,13,external_critique,0.6272065043449402
gsm8k_849,gsm8k,14,redecode,0.6228891611099243
gsm8k_849,gsm8k,14,self_critique,0.18498361110687256
gsm8k_849,gsm8k,14,external_critique,0.6242098808288574
gsm8k_849,gsm8k,15,redecode,0.6506103277206421
gsm8k_849,gsm8k,15,self_critique,0.19687479734420776
gsm8k_849,gsm8k,15,external_critique,0.6348969340324402
gsm8k_849,gsm8k,16,redecode,0.5993984937667847
gsm8k_849,gsm8k,16,self_critique,0.1930980086326599
gsm8k_849,gsm8k,16,external_critique,0.6078702211380005
gsm8k_849,gsm8k,17,redecode,0.5955686569213867
