example_id,dataset,layer,condition,l2
csqa_499,commonsense_qa,16,redecode,69.11445617675781
csqa_499,commonsense_qa,16,self_critique,65.6984634399414
csqa_499,commonsense_qa,16,external_critique,64.46724700927734
csqa_499,commonsense_qa,17,redecode,78.89697265625
csqa_499,commonsense_qa,17,self_critique,71.9207534790039
csqa_499,commonsense_qa,17,external_critique,71.22290802001953
csqa_499,commonsense_qa,18,redecode,81.39501953125
csqa_499,commonsense_qa,18,self_critique,74.11511993408203
csqa_499,commonsense_qa,18,external_critique,73.16131591796875
csqa_499,commonsense_qa,19,redecode,87.11399841308594
csqa_499,commonsense_qa,19,self_critique,79.65878295898438
csqa_499,commonsense_qa,19,external_critique,78.3492202758789
csqa_499,commonsense_qa,20,redecode,97.87733459472656
csqa_499,commonsense_qa,20,self_critique,89.52090454101562
csqa_499,commonsense_qa,20,external_critique,91.49974060058594
csqa_499,commonsense_qa,21,redecode,113.72068786621094
csqa_499,commonsense_qa,21,self_critique,110.587890625
csqa_499,commonsense_qa,21,external_critique,109.00304412841797
csqa_499,commonsense_qa,22,redecode,133.4503631591797
csqa_499,commonsense_qa,22,self_critique,126.74376678466797
csqa_499,commonsense_qa,22,external_critique,126.12850952148438
csqa_499,commonsense_qa,23,redecode,148.1835479736328
csqa_499,commonsense_qa,23,self_critique,145.75221252441406
csqa_499,commonsense_qa,23,external_critique,142.165771484375
csqa_499,commonsense_qa,24,redecode,166.661865234375
csqa_499,commonsense_qa,24,self_critique,167.11135864257812
csqa_499,commonsense_qa,24,external_critique,169.75791931152344
csqa_499,commonsense_qa,25,redecode,188.01109313964844
csqa_499,commonsense_qa,25,self_critique,188.2401580810547
csqa_499,commonsense_qa,25,external_critique,191.4833221435547
csqa_499,commonsense_qa,26,redecode,204.93821716308594
csqa_499,commonsense_qa,26,self_critique,211.8791046142578
csqa_499,commonsense_qa,26,external_critique,212.04212951660156
csqa_499,commonsense_qa,27,redecode,245.71824645996094
csqa_499,commonsense_qa,27,self_critique,253.88394165039062
csqa_499,commonsense_qa,27,external_critique,261.1399230957031
csqa_499,commonsense_qa,28,redecode,215.7043914794922
csqa_499,commonsense_qa,28,self_critique,199.90167236328125
csqa_499,commonsense_qa,28,external_critique,204.21365356445312
gsm8k_1103,gsm8k,1,redecode,27.286815643310547
gsm8k_1103,gsm8k,1,self_critique,26.75629234313965
gsm8k_1103,gsm8k,1,external_critique,28.37811851501465
gsm8k_1103,gsm8k,2,redecode,35.8654670715332
gsm8k_1103,gsm8k,2,self_critique,36.0295524597168
gsm8k_1103,gsm8k,2,external_critique,42.334983825683594
gsm8k_1103,gsm8k,3,redecode,40.429595947265625
gsm8k_1103,gsm8k,3,self_critique,41.34282302856445
gsm8k_1103,gsm8k,3,external_critique,46.7066650390625
gsm8k_1103,gsm8k,4,redecode,42.52660369873047
gsm8k_1103,gsm8k,4,self_critique,48.549110412597656
gsm8k_1103,gsm8k,4,external_critique,50.926429748535156
gsm8k_1103,gsm8k,5,redecode,48.066749572753906
gsm8k_1103,gsm8k,5,self_critique,50.5222053527832
gsm8k_1103,gsm8k,5,external_critique,51.05282974243164
gsm8k_1103,gsm8k,6,redecode,43.5609130859375
gsm8k_1103,gsm8k,6,self_critique,46.50149154663086
gsm8k_1103,gsm8k,6,external_critique,45.59634017944336
gsm8k_1103,gsm8k,7,redecode,46.57783508300781
gsm8k_1103,gsm8k,7,self_critique,50.09636306762695
gsm8k_1103,gsm8k,7,external_critique,47.49163818359375
gsm8k_1103,gsm8k,8,redecode,46.96589279174805
gsm8k_1103,gsm8k,8,self_critique,54.97291564941406
gsm8k_1103,gsm8k,8,external_critique,48.58822250366211
gsm8k_1103,gsm8k,9,redecode,47.08607482910156
gsm8k_1103,gsm8k,9,self_critique,56.699180603027344
gsm8k_1103,gsm8k,9,external_critique,46.59637451171875
gsm8k_1103,gsm8k,10,redecode,47.87678909301758
gsm8k_1103,gsm8k,10,self_critique,59.93743896484375
gsm8k_1103,gsm8k,10,external_critique,48.17625045776367
gsm8k_1103,gsm8k,11,redecode,47.431095123291016
gsm8k_1103,gsm8k,11,self_critique,58.987422943115234
gsm8k_1103,gsm8k,11,external_critique,47.28618240356445
gsm8k_1103,gsm8k,12,redecode,50.10719680786133
gsm8k_1103,gsm8k,12,self_critique,61.55364227294922
gsm8k_1103,gsm8k,12,external_critique,49.851043701171875
gsm8k_1103,gsm8k,13,redecode,53.02162170410156
gsm8k_1103,gsm8k,13,self_critique,61.54832077026367
gsm8k_1103,gsm8k,13,external_critique,52.459716796875
gsm8k_1103,gsm8k,14,redecode,52.37310791015625
gsm8k_1103,gsm8k,14,self_critique,64.07926940917969
gsm8k_1103,gsm8k,14,external_critique,52.801116943359375
gsm8k_1103,gsm8k,15,redecode,52.3712043762207
gsm8k_1103,gsm8k,15,self_critique,64.33905792236328
gsm8k_1103,gsm8k,15,external_critique,53.11910629272461
gsm8k_1103,gsm8k,16,redecode,54.58736038208008
gsm8k_1103,gsm8k,16,self_critique,69.67460632324219
gsm8k_1103,gsm8k,16,external_critique,55.046287536621094
gsm8k_1103,gsm8k,17,redecode,56.11174011230469
gsm8k_1103,gsm8k,17,self_critique,69.10760498046875
gsm8k_1103,gsm8k,17,external_critique,57.664337158203125
gsm8k_1103,gsm8k,18,redecode,60.37295913696289
gsm8k_1103,gsm8k,18,self_critique,73.7109146118164
gsm8k_1103,gsm8k,18,external_critique,61.216548919677734
gsm8k_1103,gsm8k,19,redecode,66.46704864501953
gsm8k_1103,gsm8k,19,self_critique,78.27706146240234
gsm8k_1103,gsm8k,19,external_critique,66.56398010253906
gsm8k_1103,gsm8k,20,redecode,80.69086456298828
gsm8k_1103,gsm8k,20,self_critique,98.82476806640625
gsm8k_1103,gsm8k,20,external_critique,81.36653900146484
gsm8k_1103,gsm8k,21,redecode,86.857177734375
gsm8k_1103,gsm8k,21,self_critique,107.61105346679688
gsm8k_1103,gsm8k,21,external_critique,93.61006927490234
gsm8k_1103,gsm8k,22,redecode,96.39856719970703
gsm8k_1103,gsm8k,22,self_critique,116.74472045898438
gsm8k_1103,gsm8k,22,external_critique,108.45997619628906
gsm8k_1103,gsm8k,23,redecode,108.80404663085938
gsm8k_1103,gsm8k,23,self_critique,129.96949768066406
gsm8k_1103,gsm8k,23,external_critique,121.5162124633789
gsm8k_1103,gsm8k,24,redecode,120.06355285644531
gsm8k_1103,gsm8k,24,self_critique,144.07089233398438
gsm8k_1103,gsm8k,24,external_critique,138.39097595214844
gsm8k_1103,gsm8k,25,redecode,133.21466064453125
gsm8k_1103,gsm8k,25,self_critique,163.45675659179688
gsm8k_1103,gsm8k,25,external_critique,161.46673583984375
gsm8k_1103,gsm8k,26,redecode,141.50416564941406
gsm8k_1103,gsm8k,26,self_critique,172.89019775390625
gsm8k_1103,gsm8k,26,external_critique,171.9700164794922
gsm8k_1103,gsm8k,27,redecode,151.8917999267578
gsm8k_1103,gsm8k,27,self_critique,179.27586364746094
gsm8k_1103,gsm8k,27,external_critique,187.83621215820312
gsm8k_1103,gsm8k,28,redecode,111.06822967529297
gsm8k_1103,gsm8k,28,self_critique,138.65675354003906
gsm8k_1103,gsm8k,28,external_critique,131.42453002929688
csqa_812,commonsense_qa,1,redecode,25.958852767944336
csqa_812,commonsense_qa,1,self_critique,25.011188507080078
csqa_812,commonsense_qa,1,external_critique,22.606258392333984
csqa_812,commonsense_qa,2,redecode,29.2276668548584
csqa_812,commonsense_qa,2,self_critique,29.99802017211914
csqa_812,commonsense_qa,2,external_critique,27.026752471923828
csqa_812,commonsense_qa,3,redecode,41.7354850769043
csqa_812,commonsense_qa,3,self_critique,37.05332946777344
csqa_812,commonsense_qa,3,external_critique,31.51478385925293
csqa_812,commonsense_qa,4,redecode,47.38969421386719
csqa_812,commonsense_qa,4,self_critique,44.10623550415039
csqa_812,commonsense_qa,4,external_critique,40.57023620605469
csqa_812,commonsense_qa,5,redecode,55.20075988769531
csqa_812,commonsense_qa,5,self_critique,51.68360137939453
csqa_812,commonsense_qa,5,external_critique,46.7043342590332
csqa_812,commonsense_qa,6,redecode,52.39694595336914
csqa_812,commonsense_qa,6,self_critique,52.19020080566406
csqa_812,commonsense_qa,6,external_critique,43.90424728393555
csqa_812,commonsense_qa,7,redecode,55.764801025390625
csqa_812,commonsense_qa,7,self_critique,55.42341613769531
csqa_812,commonsense_qa,7,external_critique,50.821311950683594
csqa_812,commonsense_qa,8,redecode,58.75324630737305
csqa_812,commonsense_qa,8,self_critique,58.173702239990234
csqa_812,commonsense_qa,8,external_critique,54.7869873046875
csqa_812,commonsense_qa,9,redecode,61.41469955444336
csqa_812,commonsense_qa,9,self_critique,60.190574645996094
csqa_812,commonsense_qa,9,external_critique,56.851383209228516
csqa_812,commonsense_qa,10,redecode,65.25808715820312
csqa_812,commonsense_qa,10,self_critique,64.67896270751953
csqa_812,commonsense_qa,10,external_critique,61.414974212646484
csqa_812,commonsense_qa,11,redecode,64.66544342041016
csqa_812,commonsense_qa,11,self_critique,64.8262710571289
csqa_812,commonsense_qa,11,external_critique,60.525821685791016
csqa_812,commonsense_qa,12,redecode,67.09363555908203
csqa_812,commonsense_qa,12,self_critique,67.76419067382812
csqa_812,commonsense_qa,12,external_critique,63.70954513549805
csqa_812,commonsense_qa,13,redecode,68.80973815917969
csqa_812,commonsense_qa,13,self_critique,68.65486145019531
csqa_812,commonsense_qa,13,external_critique,64.0675277709961
csqa_812,commonsense_qa,14,redecode,70.8507080078125
csqa_812,commonsense_qa,14,self_critique,71.18429565429688
csqa_812,commonsense_qa,14,external_critique,66.56971740722656
csqa_812,commonsense_qa,15,redecode,70.50440979003906
csqa_812,commonsense_qa,15,self_critique,71.50524139404297
csqa_812,commonsense_qa,15,external_critique,66.04295349121094
csqa_812,commonsense_qa,16,redecode,71.66215515136719
csqa_812,commonsense_qa,16,self_critique,74.24691772460938
csqa_812,commonsense_qa,16,external_critique,68.75978088378906
csqa_812,commonsense_qa,17,redecode,74.0264892578125
csqa_812,commonsense_qa,17,self_critique,74.57837677001953
csqa_812,commonsense_qa,17,external_critique,73.08578491210938
csqa_812,commonsense_qa,18,redecode,78.79241943359375
csqa_812,commonsense_qa,18,self_critique,79.02876281738281
csqa_812,commonsense_qa,18,external_critique,76.35528564453125
csqa_812,commonsense_qa,19,redecode,83.53155517578125
csqa_812,commonsense_qa,19,self_critique,82.83722686767578
csqa_812,commonsense_qa,19,external_critique,81.11771392822266
csqa_812,commonsense_qa,20,redecode,97.0392074584961
csqa_812,commonsense_qa,20,self_critique,99.53350830078125
csqa_812,commonsense_qa,20,external_critique,86.2808837890625
csqa_812,commonsense_qa,21,redecode,110.8492660522461
csqa_812,commonsense_qa,21,self_critique,113.72713470458984
csqa_812,commonsense_qa,21,external_critique,97.55912780761719
csqa_812,commonsense_qa,22,redecode,133.02606201171875
csqa_812,commonsense_qa,22,self_critique,138.4996337890625
csqa_812,commonsense_qa,22,external_critique,119.29903411865234
csqa_812,commonsense_qa,23,redecode,153.62078857421875
csqa_812,commonsense_qa,23,self_critique,158.2008056640625
csqa_812,commonsense_qa,23,external_critique,138.44358825683594
csqa_812,commonsense_qa,24,redecode,179.55535888671875
csqa_812,commonsense_qa,24,self_critique,184.76307678222656
csqa_812,commonsense_qa,24,external_critique,159.96878051757812
csqa_812,commonsense_qa,25,redecode,210.20668029785156
csqa_812,commonsense_qa,25,self_critique,216.17291259765625
csqa_812,commonsense_qa,25,external_critique,187.28627014160156
csqa_812,commonsense_qa,26,redecode,226.2078399658203
csqa_812,commonsense_qa,26,self_critique,234.4897918701172
csqa_812,commonsense_qa,26,external_critique,202.63705444335938
csqa_812,commonsense_qa,27,redecode,248.5801239013672
csqa_812,commonsense_qa,27,self_critique,263.681884765625
csqa_812,commonsense_qa,27,external_critique,217.3100128173828
csqa_812,commonsense_qa,28,redecode,202.39715576171875
csqa_812,commonsense_qa,28,self_critique,203.6949920654297
csqa_812,commonsense_qa,28,external_critique,177.9009552001953
gsm8k_122,gsm8k,1,redecode,18.091764450073242
gsm8k_122,gsm8k,1,self_critique,14.748674392700195
gsm8k_122,gsm8k,1,external_critique,16.278308868408203
gsm8k_122,gsm8k,2,redecode,21.3478946685791
gsm8k_122,gsm8k,2,self_critique,17.175607681274414
gsm8k_122,gsm8k,2,external_critique,20.275867462158203
gsm8k_122,gsm8k,3,redecode,28.852155685424805
gsm8k_122,gsm8k,3,self_critique,21.89849281311035
gsm8k_122,gsm8k,3,external_critique,26.63174057006836
gsm8k_122,gsm8k,4,redecode,31.707935333251953
gsm8k_122,gsm8k,4,self_critique,26.670066833496094
gsm8k_122,gsm8k,4,external_critique,37.62424087524414
gsm8k_122,gsm8k,5,redecode,34.80399703979492
gsm8k_122,gsm8k,5,self_critique,29.017925262451172
gsm8k_122,gsm8k,5,external_critique,38.24968338012695
gsm8k_122,gsm8k,6,redecode,35.88833999633789
gsm8k_122,gsm8k,6,self_critique,28.843379974365234
gsm8k_122,gsm8k,6,external_critique,35.086219787597656
gsm8k_122,gsm8k,7,redecode,34.03308868408203
gsm8k_122,gsm8k,7,self_critique,27.534088134765625
gsm8k_122,gsm8k,7,external_critique,34.924930572509766
gsm8k_122,gsm8k,8,redecode,36.86065673828125
gsm8k_122,gsm8k,8,self_critique,32.15760040283203
gsm8k_122,gsm8k,8,external_critique,37.53839111328125
gsm8k_122,gsm8k,9,redecode,36.498191833496094
gsm8k_122,gsm8k,9,self_critique,32.584808349609375
gsm8k_122,gsm8k,9,external_critique,37.64363479614258
gsm8k_122,gsm8k,10,redecode,36.238311767578125
gsm8k_122,gsm8k,10,self_critique,34.85929870605469
gsm8k_122,gsm8k,10,external_critique,40.75293731689453
gsm8k_122,gsm8k,11,redecode,37.05193328857422
gsm8k_122,gsm8k,11,self_critique,36.115570068359375
gsm8k_122,gsm8k,11,external_critique,40.951210021972656
gsm8k_122,gsm8k,12,redecode,36.559112548828125
gsm8k_122,gsm8k,12,self_critique,37.5485954284668
gsm8k_122,gsm8k,12,external_critique,40.610530853271484
gsm8k_122,gsm8k,13,redecode,39.40530014038086
gsm8k_122,gsm8k,13,self_critique,36.83003616333008
gsm8k_122,gsm8k,13,external_critique,42.0013313293457
gsm8k_122,gsm8k,14,redecode,41.190189361572266
gsm8k_122,gsm8k,14,self_critique,40.18621063232422
gsm8k_122,gsm8k,14,external_critique,44.82646560668945
gsm8k_122,gsm8k,15,redecode,43.14864730834961
gsm8k_122,gsm8k,15,self_critique,41.26772689819336
gsm8k_122,gsm8k,15,external_critique,44.684486389160156
gsm8k_122,gsm8k,16,redecode,43.8808708190918
gsm8k_122,gsm8k,16,self_critique,44.1772575378418
gsm8k_122,gsm8k,16,external_critique,45.87413024902344
gsm8k_122,gsm8k,17,redecode,49.1013298034668
gsm8k_122,gsm8k,17,self_critique,46.65522384643555
gsm8k_122,gsm8k,17,external_critique,48.519020080566406
gsm8k_122,gsm8k,18,redecode,54.05539321899414
gsm8k_122,gsm8k,18,self_critique,50.74781036376953
gsm8k_122,gsm8k,18,external_critique,52.6695556640625
gsm8k_122,gsm8k,19,redecode,59.54407501220703
gsm8k_122,gsm8k,19,self_critique,54.415252685546875
gsm8k_122,gsm8k,19,external_critique,57.071449279785156
gsm8k_122,gsm8k,20,redecode,70.0
gsm8k_122,gsm8k,20,self_critique,61.60075378417969
gsm8k_122,gsm8k,20,external_critique,62.46366882324219
gsm8k_122,gsm8k,21,redecode,80.50598907470703
gsm8k_122,gsm8k,21,self_critique,71.5621566772461
gsm8k_122,gsm8k,21,external_critique,72.7114028930664
gsm8k_122,gsm8k,22,redecode,88.51617431640625
gsm8k_122,gsm8k,22,self_critique,81.4365005493164
gsm8k_122,gsm8k,22,external_critique,78.1107406616211
gsm8k_122,gsm8k,23,redecode,107.8997802734375
gsm8k_122,gsm8k,23,self_critique,89.00093841552734
gsm8k_122,gsm8k,23,external_critique,89.49156188964844
gsm8k_122,gsm8k,24,redecode,120.55392456054688
gsm8k_122,gsm8k,24,self_critique,97.27079772949219
gsm8k_122,gsm8k,24,external_critique,99.15324401855469
gsm8k_122,gsm8k,25,redecode,131.9205780029297
gsm8k_122,gsm8k,25,self_critique,110.1340103149414
gsm8k_122,gsm8k,25,external_critique,108.19957733154297
gsm8k_122,gsm8k,26,redecode,138.39263916015625
gsm8k_122,gsm8k,26,self_critique,115.30719757080078
gsm8k_122,gsm8k,26,external_critique,108.3265151977539
gsm8k_122,gsm8k,27,redecode,150.68609619140625
gsm8k_122,gsm8k,27,self_critique,128.8594207763672
gsm8k_122,gsm8k,27,external_critique,114.3170394897461
gsm8k_122,gsm8k,28,redecode,142.359130859375
gsm8k_122,gsm8k,28,self_critique,129.89968872070312
gsm8k_122,gsm8k,28,external_critique,83.82858276367188
gsm8k_262,gsm8k,1,redecode,21.017593383789062
gsm8k_262,gsm8k,1,self_critique,23.081628799438477
gsm8k_262,gsm8k,1,external_critique,22.62309455871582
gsm8k_262,gsm8k,2,redecode,30.31890106201172
gsm8k_262,gsm8k,2,self_critique,26.406597137451172
gsm8k_262,gsm8k,2,external_critique,26.146665573120117
gsm8k_262,gsm8k,3,redecode,33.96377182006836
gsm8k_262,gsm8k,3,self_critique,32.36287307739258
gsm8k_262,gsm8k,3,external_critique,34.546661376953125
gsm8k_262,gsm8k,4,redecode,36.268192291259766
gsm8k_262,gsm8k,4,self_critique,36.179832458496094
gsm8k_262,gsm8k,4,external_critique,38.030235290527344
gsm8k_262,gsm8k,5,redecode,40.76358413696289
gsm8k_262,gsm8k,5,self_critique,41.8580436706543
gsm8k_262,gsm8k,5,external_critique,43.34864807128906
gsm8k_262,gsm8k,6,redecode,39.6220703125
gsm8k_262,gsm8k,6,self_critique,41.23854446411133
gsm8k_262,gsm8k,6,external_critique,41.594486236572266
gsm8k_262,gsm8k,7,redecode,42.225975036621094
gsm8k_262,gsm8k,7,self_critique,42.60159683227539
gsm8k_262,gsm8k,7,external_critique,43.7086181640625
gsm8k_262,gsm8k,8,redecode,43.34926223754883
gsm8k_262,gsm8k,8,self_critique,41.21533203125
gsm8k_262,gsm8k,8,external_critique,46.745399475097656
gsm8k_262,gsm8k,9,redecode,42.65896224975586
gsm8k_262,gsm8k,9,self_critique,43.951210021972656
gsm8k_262,gsm8k,9,external_critique,48.76616668701172
gsm8k_262,gsm8k,10,redecode,41.738651275634766
gsm8k_262,gsm8k,10,self_critique,46.47782897949219
gsm8k_262,gsm8k,10,external_critique,52.886497497558594
gsm8k_262,gsm8k,11,redecode,41.08195495605469
gsm8k_262,gsm8k,11,self_critique,46.556907653808594
gsm8k_262,gsm8k,11,external_critique,54.902976989746094
gsm8k_262,gsm8k,12,redecode,46.097618103027344
gsm8k_262,gsm8k,12,self_critique,49.501502990722656
gsm8k_262,gsm8k,12,external_critique,55.11367416381836
gsm8k_262,gsm8k,13,redecode,46.6724739074707
gsm8k_262,gsm8k,13,self_critique,48.22792434692383
gsm8k_262,gsm8k,13,external_critique,56.19667053222656
gsm8k_262,gsm8k,14,redecode,48.20697784423828
gsm8k_262,gsm8k,14,self_critique,52.57261657714844
gsm8k_262,gsm8k,14,external_critique,58.50481033325195
gsm8k_262,gsm8k,15,redecode,48.932228088378906
gsm8k_262,gsm8k,15,self_critique,54.42693328857422
gsm8k_262,gsm8k,15,external_critique,61.618011474609375
gsm8k_262,gsm8k,16,redecode,50.2949333190918
gsm8k_262,gsm8k,16,self_critique,57.111629486083984
gsm8k_262,gsm8k,16,external_critique,62.89623260498047
gsm8k_262,gsm8k,17,redecode,53.65538024902344
gsm8k_262,gsm8k,17,self_critique,60.32467269897461
gsm8k_262,gsm8k,17,external_critique,66.6258316040039
gsm8k_262,gsm8k,18,redecode,55.31277847290039
gsm8k_262,gsm8k,18,self_critique,60.88538360595703
gsm8k_262,gsm8k,18,external_critique,68.10614013671875
gsm8k_262,gsm8k,19,redecode,58.386268615722656
gsm8k_262,gsm8k,19,self_critique,65.6341552734375
gsm8k_262,gsm8k,19,external_critique,72.14368438720703
gsm8k_262,gsm8k,20,redecode,67.86724853515625
gsm8k_262,gsm8k,20,self_critique,77.89234924316406
gsm8k_262,gsm8k,20,external_critique,84.13184356689453
gsm8k_262,gsm8k,21,redecode,78.8546142578125
gsm8k_262,gsm8k,21,self_critique,89.65524291992188
gsm8k_262,gsm8k,21,external_critique,91.35501098632812
gsm8k_262,gsm8k,22,redecode,85.36343383789062
gsm8k_262,gsm8k,22,self_critique,97.88348388671875
gsm8k_262,gsm8k,22,external_critique,102.7836685180664
gsm8k_262,gsm8k,23,redecode,114.61702728271484
gsm8k_262,gsm8k,23,self_critique,121.3064193725586
gsm8k_262,gsm8k,23,external_critique,127.30616760253906
gsm8k_262,gsm8k,24,redecode,148.64865112304688
gsm8k_262,gsm8k,24,self_critique,153.0809326171875
gsm8k_262,gsm8k,24,external_critique,157.7214813232422
gsm8k_262,gsm8k,25,redecode,170.5511932373047
gsm8k_262,gsm8k,25,self_critique,195.3624267578125
gsm8k_262,gsm8k,25,external_critique,188.31851196289062
gsm8k_262,gsm8k,26,redecode,195.53424072265625
gsm8k_262,gsm8k,26,self_critique,225.629638671875
gsm8k_262,gsm8k,26,external_critique,206.56541442871094
gsm8k_262,gsm8k,27,redecode,244.26258850097656
gsm8k_262,gsm8k,27,self_critique,253.27349853515625
gsm8k_262,gsm8k,27,external_critique,239.13223266601562
gsm8k_262,gsm8k,28,redecode,205.2796630859375
gsm8k_262,gsm8k,28,self_critique,182.28884887695312
gsm8k_262,gsm8k,28,external_critique,194.34353637695312
gsm8k_849,gsm8k,1,redecode,26.757837295532227
gsm8k_849,gsm8k,1,self_critique,4.355687141418457
gsm8k_849,gsm8k,1,external_critique,24.497947692871094
gsm8k_849,gsm8k,2,redecode,33.10405731201172
gsm8k_849,gsm8k,2,self_critique,8.357949256896973
gsm8k_849,gsm8k,2,external_critique,29.529199600219727
gsm8k_849,gsm8k,3,redecode,39.70246887207031
gsm8k_849,gsm8k,3,self_critique,9.779504776000977
gsm8k_849,gsm8k,3,external_critique,38.34318161010742
gsm8k_849,gsm8k,4,redecode,43.224483489990234
gsm8k_849,gsm8k,4,self_critique,11.19800090789795
gsm8k_849,gsm8k,4,external_critique,43.768802642822266
gsm8k_849,gsm8k,5,redecode,46.46383285522461
gsm8k_849,gsm8k,5,self_critique,17.8192195892334
gsm8k_849,gsm8k,5,external_critique,49.652671813964844
gsm8k_849,gsm8k,6,redecode,42.158241271972656
gsm8k_849,gsm8k,6,self_critique,17.265249252319336
gsm8k_849,gsm8k,6,external_critique,44.46575164794922
gsm8k_849,gsm8k,7,redecode,44.80406951904297
gsm8k_849,gsm8k,7,self_critique,14.937676429748535
gsm8k_849,gsm8k,7,external_critique,47.33057403564453
gsm8k_849,gsm8k,8,redecode,45.32114028930664
gsm8k_849,gsm8k,8,self_critique,15.603214263916016
gsm8k_849,gsm8k,8,external_critique,48.14871597290039
gsm8k_849,gsm8k,9,redecode,45.92207717895508
gsm8k_849,gsm8k,9,self_critique,18.621889114379883
gsm8k_849,gsm8k,9,external_critique,46.7952766418457
gsm8k_849,gsm8k,10,redecode,47.367618560791016
gsm8k_849,gsm8k,10,self_critique,22.358318328857422
gsm8k_849,gsm8k,10,external_critique,49.056697845458984
gsm8k_849,gsm8k,11,redecode,47.461055755615234
gsm8k_849,gsm8k,11,self_critique,20.442895889282227
gsm8k_849,gsm8k,11,external_critique,48.14243698120117
gsm8k_849,gsm8k,12,redecode,52.12830352783203
gsm8k_849,gsm8k,12,self_critique,27.554780960083008
gsm8k_849,gsm8k,12,external_critique,53.992431640625
gsm8k_849,gsm8k,13,redecode,53.19439697265625
gsm8k_849,gsm8k,13,self_critique,28.90129852294922
gsm8k_849,gsm8k,13,external_critique,54.91157531738281
gsm8k_849,gsm8k,14,redecode,55.6461067199707
gsm8k_849,gsm8k,14,self_critique,31.5865535736084
gsm8k_849,gsm8k,14,external_critique,56.10196304321289
gsm8k_849,gsm8k,15,redecode,55.6800651550293
gsm8k_849,gsm8k,15,self_critique,31.85862159729004
gsm8k_849,gsm8k,15,external_critique,55.909088134765625
gsm8k_849,gsm8k,16,redecode,57.51529312133789
gsm8k_849,gsm8k,16,self_critique,33.33938980102539
gsm8k_849,gsm8k,16,external_critique,57.71780776977539
gsm8k_849,gsm8k,17,redecode,60.02324295043945
gsm8k_849,gsm8k,17,self_critique,35.72901916503906
gsm8k_849,gsm8k,17,external_critique,59.2440185546875
gsm8k_849,gsm8k,18,redecode,64.68295288085938
gsm8k_849,gsm8k,18,self_critique,39.66584777832031
gsm8k_849,gsm8k,18,external_critique,64.03401947021484
gsm8k_849,gsm8k,19,redecode,68.29194641113281
gsm8k_849,gsm8k,19,self_critique,45.21099853515625
gsm8k_849,gsm8k,19,external_critique,68.42422485351562
gsm8k_849,gsm8k,20,redecode,78.63494873046875
gsm8k_849,gsm8k,20,self_critique,57.668888092041016
gsm8k_849,gsm8k,20,external_critique,80.43772888183594
gsm8k_849,gsm8k,21,redecode,88.79670715332031
gsm8k_849,gsm8k,21,self_critique,69.86479187011719
gsm8k_849,gsm8k,21,external_critique,95.77235412597656
gsm8k_849,gsm8k,22,redecode,99.55036926269531
